#       5226.5254        263.95032 GOOD ThI
       5228.2246        1918.5153 GOOD ThI
#       5228.9951        529.85883 GOOD ThI
#       5229.7944        71.644402 GOOD Th
       5230.500431      300      GOOD  ArII
       5231.1597        55837.887 GOOD ThI
#       5232.3413        157.45094 GOOD ThI
##       5233.2256        2391.3040 GOOD ThII
       5234.1069        978.02838 GOOD ThI
#       5237.6279        160.18279 GOOD ThII
#       5237.9033        351.36450 GOOD ThII
       5238.8135        6498.3174 GOOD ThI
       5239.5518        5929.4902 GOOD ThI
       5240.1968        2477.1279 GOOD ThII
#       5241.8545        276.81467 GOOD Th
#       5242.0894        256.38632 GOOD ThII
#       5245.3779        103.68349 GOOD ArII
#       5247.1968        1553.5702 GOOD ThI
       5247.6548        8500.9609 GOOD ThII
       5249.545574      500       GOOD ArII
#       5250.8726        784.82788 GOOD ThI
#       5252.5679        112.48334 GOOD ThI
#       5253.4443        482.10031 GOOD Th
#       5254.2588        1087.2327 GOOD ThI
#       5255.5737        238.17531 GOOD ThI
#       5255.9189        150.10458 GOOD ThI
       5258.3604        30976.826 GOOD ThI
#       5259.7759        556.66730 GOOD ThI
       5260.1040        4782.1548 GOOD ThI
       5261.4722        1552.6976 GOOD ThI
#       5261.6997        432.63431 GOOD Th
#       5262.2368        540.76044 GOOD Th
#       5264.2334        422.27527 GOOD Th
       5264.7822        211.48099 GOOD ArII
#       5265.5513        1195.6615 GOOD Th
       5266.7104        14457.286 GOOD ThI
       5267.163945      10000     GOOD ArII
#       5267.965177      500       GOOD Unk
#       5268.255384      500       GOOD Unk
#       5269.7925        592.90393 GOOD ThI
#       5270.2661        2144.4148 GOOD Th
#       5272.6440        264.40082 GOOD ThII
#       5272.9268        2260.7571 GOOD ThI
#       5273.1318        887.67267 GOOD ThI
       5274.1187        5463.5591 GOOD ThI
#       5274.3896        243.87518 GOOD ThI
       5276.4087        353.33319 GOOD ThII
       5277.1460        1176.7778 GOOD ThI
       5277.5000        2846.4302 GOOD ThII
#       5279.1968        114.72021 GOOD ThI
#       5280.0854        414.80347 GOOD ThII
#       5280.3442        493.68314 GOOD ThI
       5281.0688        4755.6978 GOOD ThI
       5281.6284        276.08990 GOOD ArII
#       5282.3950        482.82053 GOOD ThI
#       5283.6958        317.22391 GOOD ThI
#       5284.5420        198.76573 GOOD ThII
       5286.8872        421.01193 GOOD ArII
#       5289.6226        285.01321 GOOD ThI
#       5289.8975        765.74207 GOOD ThII
       5291.8164        2466.5991 GOOD ThI
       5293.811852      1000     GOOD ArII
       5294.3970        4023.8831 GOOD ThI
#       5295.0884        486.81976 GOOD ThI
       5296.2788        5868.3452 GOOD ThI
#       5297.4077        296.25336 GOOD ThI
       5297.7432        7635.8691 GOOD ThI
       5298.2822        6763.8516 GOOD ThI
#       5298.5601        858.40912 GOOD ThI
       5300.5234        3759.4656 GOOD ThI
#       5301.4043        815.02087 GOOD ThII
#       5303.4834        1249.5438 GOOD ThI
#       5306.9863        1204.8662 GOOD ThI
